Time	Pleth	SPO2	PR	SI
12:25:51	77	98	118	3
12:25:51	75	98	118	3
12:25:51	73	98	118	3
12:25:51	70	98	118	3
12:25:51	68	98	118	3
12:25:51	65	98	118	3
12:25:51	62	98	118	3
12:25:51	60	98	118	3
12:25:51	58	98	118	3
12:25:51	56	98	118	3
12:25:51	55	98	118	3
12:25:51	54	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	53	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:51	54	98	118	3
12:25:52	54	98	118	3
12:25:52	54	98	118	3
12:25:52	53	98	118	3
12:25:52	53	98	118	3
12:25:52	52	98	118	3
12:25:52	51	98	118	3
12:25:52	50	98	118	3
12:25:52	49	98	118	3
12:25:52	47	98	118	3
12:25:52	46	98	118	3
12:25:52	45	98	118	3
12:25:52	44	98	118	3
12:25:52	43	98	118	3
12:25:52	43	98	118	3
12:25:52	42	98	118	3
12:25:52	43	98	118	3
12:25:52	43	98	118	3
12:25:52	45	98	118	3
12:25:52	47	98	118	3
12:25:52	49	98	118	3
12:25:52	53	98	118	3
12:25:52	56	98	118	3
12:25:52	60	99	115	3
12:25:52	64	99	115	3
12:25:52	68	99	115	3
12:25:52	71	99	115	3
12:25:52	74	99	115	3
12:25:52	77	99	115	3
12:25:52	78	99	115	3
12:25:52	79	99	115	3
12:25:52	79	99	115	3
12:25:52	79	99	115	3
12:25:52	77	99	115	3
12:25:52	75	99	115	3
12:25:52	73	99	115	3
12:25:52	70	99	115	3
12:25:52	67	99	115	3
12:25:52	64	99	115	3
12:25:52	62	99	115	3
12:25:52	59	99	115	3
12:25:52	57	99	115	3
12:25:52	55	99	115	3
12:25:52	54	99	115	3
12:25:52	53	99	115	3
12:25:52	53	99	115	3
12:25:52	53	99	115	3
12:25:52	53	99	115	3
12:25:52	53	99	115	3
12:25:52	54	99	115	3
12:25:52	54	99	115	3
12:25:52	55	99	115	3
12:25:52	55	99	115	3
12:25:52	55	99	115	3
12:25:52	55	99	115	3
12:25:52	55	99	115	3
12:25:52	54	99	115	3
12:25:52	53	99	115	3
12:25:52	53	99	115	3
12:25:52	52	99	115	3
12:25:52	51	99	115	3
12:25:52	49	99	115	3
12:25:52	48	99	115	3
12:25:52	47	99	115	3
12:25:52	46	99	115	3
12:25:52	45	99	115	3
12:25:52	44	99	115	3
12:25:52	43	99	115	3
12:25:52	42	99	115	3
12:25:52	42	99	115	3
12:25:52	43	99	115	3
12:25:52	44	99	115	3
12:25:52	45	99	115	3
12:25:52	48	99	115	3
12:25:52	51	99	115	3
12:25:52	55	99	115	3
12:25:52	59	99	115	3
12:25:52	63	99	115	3
12:25:52	68	99	115	3
12:25:52	72	99	115	3
12:25:52	76	99	115	3
12:25:52	79	99	115	3
12:25:52	81	99	115	3
12:25:52	83	99	115	3
12:25:52	84	99	115	3
12:25:52	84	99	115	3
12:25:52	83	99	115	3
12:25:52	81	99	115	3
12:25:52	79	99	115	3
12:25:52	76	99	115	3
12:25:52	73	99	115	3
12:25:52	70	99	115	3
12:25:52	67	99	115	3
12:25:52	64	99	115	3
12:25:52	62	99	115	3
12:25:52	60	99	115	3
12:25:52	58	99	115	3
12:25:52	57	99	115	3
12:25:52	56	99	115	3
12:25:52	56	99	115	3
12:25:52	56	99	115	3
12:25:53	56	99	115	3
12:25:53	57	99	115	3
12:25:53	57	99	115	3
12:25:53	58	99	115	3
12:25:53	58	99	115	3
12:25:53	58	99	115	3
12:25:53	59	99	115	3
12:25:53	58	99	115	3
12:25:53	58	99	115	3
12:25:53	57	99	115	3
12:25:53	57	99	115	3
12:25:53	56	99	115	3
12:25:53	55	99	115	3
12:25:53	53	99	115	3
12:25:53	52	99	115	3
12:25:53	51	99	115	3
12:25:53	50	99	115	3
12:25:53	48	99	115	3
12:25:53	47	99	115	3
12:25:53	46	99	115	3
12:25:53	45	99	115	3
12:25:53	45	99	115	3
12:25:53	45	99	111	3
12:25:53	45	99	111	3
12:25:53	46	99	111	3
12:25:53	48	99	111	3
12:25:53	51	99	111	3
12:25:53	55	99	111	3
12:25:53	59	99	111	3
12:25:53	64	99	111	3
12:25:53	69	99	111	3
12:25:53	74	99	111	3
12:25:53	79	99	111	3
12:25:53	84	99	111	3
12:25:53	87	99	111	3
12:25:53	90	99	111	3
12:25:53	92	99	111	3
12:25:53	93	99	111	3
12:25:53	93	99	111	3
12:25:53	92	99	111	3
12:25:53	90	99	111	3
12:25:53	88	99	111	3
12:25:53	85	99	111	3
12:25:53	82	99	111	3
12:25:53	78	99	111	3
12:25:53	75	99	111	3
12:25:53	72	99	111	3
12:25:53	69	99	111	3
12:25:53	67	99	111	3
12:25:53	66	99	111	3
12:25:53	64	99	111	3
12:25:53	64	99	111	3
12:25:53	64	99	111	3
12:25:53	64	99	111	3
12:25:53	64	99	111	3
12:25:53	65	99	111	3
12:25:53	65	99	111	3
12:25:53	66	99	111	3
12:25:53	67	99	111	3
12:25:53	67	99	111	3
12:25:53	67	99	111	3
12:25:53	67	99	111	3
12:25:53	66	99	111	3
12:25:53	66	99	111	3
12:25:53	65	99	111	3
12:25:53	64	99	111	3
12:25:53	63	99	111	3
12:25:53	61	99	111	3
12:25:53	60	99	111	3
12:25:53	58	99	111	3
12:25:53	57	99	111	3
12:25:53	55	99	111	3
12:25:53	54	99	111	3
12:25:53	53	99	111	3
12:25:53	51	99	111	3
12:25:53	50	99	111	3
12:25:53	50	99	111	3
12:25:53	49	99	111	3
12:25:53	50	99	111	3
12:25:53	51	99	111	3
12:25:53	53	99	111	3
12:25:53	56	99	111	3
12:25:53	59	99	111	3
12:25:53	64	99	111	3
12:25:53	69	99	111	3
12:25:53	74	99	111	3
12:25:53	80	99	111	3
12:25:53	85	99	111	3
12:25:53	90	99	111	3
12:25:53	94	99	111	3
12:25:53	95	99	111	3
12:25:53	95	99	111	3
12:25:53	95	99	111	3
12:25:53	95	99	111	3
12:25:53	94	99	111	3
12:25:53	92	99	111	3
12:25:53	90	99	111	3
12:25:53	87	99	111	3
12:25:53	84	99	111	3
12:25:53	81	99	111	3
12:25:54	78	99	111	3
12:25:54	75	99	111	3
12:25:54	72	99	111	3
12:25:54	70	99	111	3
12:25:54	68	99	111	3
12:25:54	67	99	111	3
12:25:54	66	99	111	3
12:25:54	66	99	111	3
12:25:54	65	99	111	3
12:25:54	66	99	111	3
12:25:54	66	99	111	3
12:25:54	66	99	111	3
12:25:54	66	99	111	3
12:25:54	67	99	111	3
12:25:54	67	99	111	3
12:25:54	66	99	111	3
12:25:54	66	99	111	3
12:25:54	65	99	111	3
12:25:54	65	99	111	3
12:25:54	64	99	111	3
12:25:54	62	99	111	3
12:25:54	61	99	111	3
12:25:54	60	99	111	3
12:25:54	58	99	111	3
12:25:54	57	99	111	3
12:25:54	55	99	111	3
12:25:54	54	99	111	3
12:25:54	52	99	111	3
12:25:54	51	99	111	3
12:25:54	50	99	111	3
12:25:54	49	99	111	3
12:25:54	48	99	111	3
12:25:54	47	99	111	3
12:25:54	47	99	111	3
12:25:54	48	99	111	3
